Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,,Latest Budget Changes,,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,
09/01/19 00:00,116,Macombs Dam Bridge Rehabilitation,,Bridges,"Manhattan, Bronx",DOT,,,,,,,,19197137,,,677,
09/01/13 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Rehabilitate deteriorated steel members, concrete abutments / bearing walls, concrete deck repairs, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,72214465,,,,49660107,08/20/2018,,956,
01/01/14 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"This project will rehabilitate deteriorated steel members, concrete abutments/bearing walls, concrete deck repairs, and include seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,72214465,,0,,49660107,08/20/2018,0,956,
05/01/14 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"This project will rehabilitate deteriorated steel members, concrete abutments/bearing walls, concrete deck repairs, and include seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,900000,,-71314465,,49660107,08/20/2018,0,956,
02/01/15 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, and concrete deck repairs. Includes seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,79399355,,78499355,,49660107,03/30/2020,588,956,
08/01/15 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, and concrete deck repairs. Includes seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,80348036.23,,948681,,49660107,07/31/2020,123,956,
01/01/16 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,73838127.83,,-6509908,,49660107,07/31/2020,0,956,
06/01/16 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,101643886.7,,27805759,,49660107,12/22/2020,144,956,
11/01/16 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,101107886.7,,-536000,,49660107,01/31/2021,40,956,
04/01/17 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Design,07/25/2005,116587642.1,,15479755,,49660107,03/08/21,36,956,
09/01/17 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Construction,07/25/2005,130276886,,13689244,,49660107,04/01/21,24,956,
03/01/18 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Construction,07/25/2005,119324572,,-10952314,,49660107,04/01/21,0,956,
08/01/18 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Construction,07/25/2005,119099572,,-225000,,49660107,04/02/21,1,956,
01/01/19 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Construction,07/25/2005,120599572,,1500000,,49660107,03/10/21,-23,956,
05/01/19 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,"Repair the deteriorated steel members, concrete abutments/bearing walls, complete concrete deck replacement, and seismic retrofitting.",Bridges,Brooklyn,DOT,,Construction,07/25/2005,121874572,,1275000,,49660107,04/02/21,23,956,
09/01/19 00:00,117,Long Island Railroad Atlantic Avenue Bridge Rehabilitation,,Bridges,Brooklyn,DOT,,,,,,,,49660107,,,956,
09/01/13 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Rehabilitate existing bridge sub and superstructure separating the NYCDOT Roadway Bridge and NYCT components. Provide new steel plate girders, concrete deck, pedestals, backwalls, sidewalks and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,50286000,,,,22046349,10/02/20,,604,
01/01/14 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"This project includes the rehabilitation of the existing bridge and separation of the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,50286000,,0,,22046349,05/09/20,-146,604,
05/01/14 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"This project includes the rehabilitation of the existing bridge and separation of the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,52260602,,1974602,,22046349,05/09/20,0,604,
02/01/15 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,53648551,,1387949,,22046349,05/09/20,0,604,
08/01/15 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,65710551.35,,12062000,,22046349,12/17/2020,222,604,
01/01/16 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,65434551.35,,-276000,,22046349,07/21/2020,-149,604,
06/01/16 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,65702486.6,,267935,,22046349,05/09/20,-73,604,
11/01/16 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,70687486.6,,4985000,,22046349,06/30/2020,52,604,
04/01/17 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,71533240.57,,845754,,22046349,03/05/21,248,604,
09/01/17 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,66085487,,-5447754,,22046349,03/23/2021,18,604,
03/01/18 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,66713241,,627754,,22046349,06/15/2021,84,604,
08/01/18 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,72673351,,5960110,,22046349,10/16/2021,123,604,
01/01/19 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Design,02/14/2000,71762351,,-911000,,22046349,07/03/22,260,604,
05/01/19 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",Bridges,Bronx,DOT,,Construction Procurement,02/14/2000,72332349,,569998,,22046349,05/29/2022,-35,604,
09/01/19 00:00,120,Grand Concourse Metro North Railroad Bridge Construction,,Bridges,Bronx,DOT,,,,,,,,22046349,,,604,
09/01/17 00:00,131,49th Avenue Bridge Replacement,"Replace the 49th Avenue bridge over Long Island Railroad and Amtrak in Hunters Point, Queens.","Bridges, Streets and Roadways",Queens,DOT,,Design,08/15/2017,81252000,,0,,35522000,02/02/23,-634,-107,
03/01/18 00:00,131,49th Avenue Bridge Replacement,"Replace the 49th Avenue bridge over Long Island Railroad and Amtrak in Hunters Point, Queens.","Bridges, Streets and Roadways",Queens,DOT,,Design,08/15/2017,82095000,,843000,,35522000,05/08/23,95,-107,
08/01/18 00:00,131,49th Avenue Bridge Replacement,"Replace the 49th Avenue bridge over Long Island Railroad and Amtrak in Hunters Point, Queens.","Bridges, Streets and Roadways",Queens,DOT,,Design,08/15/2017,81595000,,-500000,,35522000,06/13/2024,402,-107,
01/01/19 00:00,131,49th Avenue Bridge Replacement,"Replace the 49th Avenue bridge over Long Island Railroad and Amtrak in Hunters Point, Queens.","Bridges, Streets and Roadways",Queens,DOT,,Design,08/15/2017,82478000,,883000,,35522000,01/22/2024,-143,-107,
05/01/19 00:00,131,49th Avenue Bridge Replacement,"Replace the 49th Avenue bridge over Long Island Railroad and Amtrak in Hunters Point, Queens.","Bridges, Streets and Roadways",Queens,DOT,,Design,08/15/2017,116774000,,34296000,,35522000,07/13/2024,173,-107,
09/01/19 00:00,131,49th Avenue Bridge Replacement,,"Bridges, Streets and Roadways",Queens,DOT,,,,,,,,35522000,,,-107,
09/01/13 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Design,02/20/2007,70280000,,,,11340000,10/13/2016,,1174,
01/01/14 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction Procurement,02/20/2007,69090000,,-1190000,,11340000,09/05/16,-38,1174,
05/01/14 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction Procurement,02/20/2007,82440000,,13350000,,11340000,10/09/16,34,1174,
02/01/15 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction Procurement,02/20/2007,73949000,,-8491000,,11340000,10/06/17,362,1174,
08/01/15 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,72004000,,-1945000,,11340000,07/25/2018,292,1174,
01/01/16 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,82704000,,10700000,,11340000,07/25/2018,0,1174,
06/01/16 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,82047000,,-657000,,11340000,07/25/2018,0,1174,
11/01/16 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,81664000,,-383000,,11340000,07/25/2018,0,1174,
04/01/17 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,80143000,,-1521000,,11340000,07/25/2018,0,1174,
09/01/17 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,120773000,,40630000,,11340000,07/25/2018,0,1174,
03/01/18 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,80785000,,-39988000,,11340000,07/25/2018,0,1174,
08/01/18 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,82654000,,1869000,,11340000,12/27/2018,155,1174,
01/01/19 00:00,146,Ozone Park Street Reconstruction,"Reconstruction of streets in the South Ozone Park area, adjacent to Aqueduct Race Track.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,30585000,,-52069000,,11340000,06/30/2019,185,1174,
05/01/19 00:00,146,Ozone Park Street Reconstruction,"Street reconstruction in the area bounded by Linden Boulevard on the north, North Conduit Avenue on the south, Cross Bay Boulevard to the west and the rail road right-of-way along Aqueduct Race Track to the east.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,83983000,,53398000,,11340000,12/20/2019,173,1174,
09/01/19 00:00,146,Ozone Park Street Reconstruction,"Street reconstruction in the area bounded by Linden Boulevard on the north, North Conduit Avenue on the south, Cross Bay Boulevard to the west and the rail road right-of-way along Aqueduct Race Track to the east.",Streets and Roadways,Queens,DDC,DOT,Construction,02/20/2007,81620000,,-2363000,,11340000,12/31/2019,11,1174,
09/01/13 00:00,151,Third Water Tunnel Water Main Shaft Installation,"Installation of trunk and distribution water mains connecting shafts 24B, 25B, 27B, and 30B from the new third water tunnel to the distribution system.",Water Supply,Manhattan,DDC,DEP,Construction,03/01/10,297255000,,,,-174346000,10/18/2017,,1193,
01/01/14 00:00,151,Third Water Tunnel Water Main Shaft Installation,"Installation of trunk and distribution water mains connecting shafts 24B, 25B, 27B, and 30B from the new third water tunnel to the distribution system.",Water Supply,Manhattan,DDC,DEP,Construction,03/01/10,293643000,,-3612000,,-174346000,10/18/2017,0,1193,
05/01/14 00:00,151,Third Water Tunnel Water Main Shaft Installation,"Installation of trunk and distribution water mains connecting shafts 24B, 25B, 27B, and 30B from the new third water tunnel to the distribution system.",Water Supply,Manhattan,DDC,DEP,Construction,03/01/10,300524000,,6881000,,-174346000,10/18/2017,0,1193,
02/01/15 00:00,151,Third Water Tunnel Water Main Shaft Installation,"Installation of trunk and distribution water mains connecting shafts 24B, 25B, 27B, and 30B from the new third water tunnel to the distribution system.",Water Supply,Manhattan,DDC,DEP,Construction,03/01/10,300366000,,-158000,,-174346000,10/18/2017,0,1193,
08/01/15 00:00,151,Third Water Tunnel Water Main Shaft Installation,"Installation of trunk and distribution water mains connecting shafts 24B, 25B, 27B, and 30B from the new third water tunnel to the distribution system.",Water Supply,Manhattan,DDC,DEP,Construction,03/01/10,300375000,,9000,,-174346000,10/18/2017,0,1193,
